you,du
huskies,huskies
bristles,børster
stonebridge,stenbro
slats,lameller
electrically,elektrisk
deems,anser
duluth,duluth
rejoiced,glædede sig
gemstone,ædelsten
kissin,kysse
golan,Golan
miniskirt,miniskørt
aperture,blænde
anchorman,vært
diazepam,diazepam
consoles,konsoller
misdemeanors,forseelser
impassable,ufremkommelig
jaunt,udflugt
melodious,melodisk
self-taught,selvlært
woeful,sørgelig
fabulously,fabelagtigt
zappa,Zappa
duffle,duffel
amateurish,amatøragtig
petro,petro
volt,volt
sign-up,tilmelding
berm,vold
shackle,bøjle
davos,Davos
vanni,vanni
nagy,nagy
chauncey,chauncey
unyielding,ubøjelig
inuyasha,inuyasha
arcades,spillehaller
sit-in,siddeindlæggelse
sleuth,detektiv
sickens,syg
crimp,krympe
tuxedos,smokinger
bouillabaisse,bouillabaisse
collaborative,samarbejdsvillig
cellist,cellist
ead,hoved
rationale,begrundelse
byproduct,biprodukt
cackle,kagle
inhibit,hæmme
pulverized,pulveriseret
formative,formativ
streaking,striber
craw,kryb
cammie,cammie
porthole,koøje
radon,radon
swiping,swiping
yokel,åg
bended,bøjet
anglican,anglikansk
hippocampus,hippocampus
ethnicity,etnicitet
decryption,dekryptering
supplementary,supplerende
italiano,italiensk
restock,genopfyldning
geno,geno
great-great-grandfather,tipoldefar
fateh,Fateh
receptor,receptor
woodley,Woodley
branco,hvid
topo,topografi
mariners,søfolk
virgilia,Virgilia
aegean,Ægæiske Hav
mouldy,muggen
blobs,klatter
archeologists,arkæologer
slurs,nedladende bemærkninger
talentless,talentløs
stabilizers,stabilisatorer
percocet,percocet
cretaceous,kridttiden
deciphering,dechifrering
shawnee,shawnee
animators,animatorer
grammys,Grammy-priser
tsung,tsung
bloodlines,blodlinjer
debriefed,debriefet
bandy,bandy
yat,jat
briana,Briana
alexey,Alexey
gouda,Gouda
hyoid,hyoid
dismissive,afvisende
thither,derhen
goings-on,begivenheder
eddington,Eddington
chitra,chitra
double-edged,tveægget
hindustan,hinduistisk
shafted,skaftet
reloading,genladning
rottweiler,rottweiler
sussman,sussman
coincided,faldt sammen
lessing,lessing
spiffy,smart
alena,Alena
miniatures,miniaturer
hot-air,varmluft
adhd,ADHD
junky,sjask
moneymaker,pengemaskine
starships,stjerneskibe
fallow,brak
familiarize,gøre sig bekendt
laboured,arbejdede
caliente,varme
iain,Iain
xue,xue
reimbursed,refunderet
strangeness,mærkelighed
harlequin,harlekin
eriksen,Eriksen
deviled,djævelsk
imprudent,uforsigtig
cosmonaut,kosmonaut
encircled,omringet
kirkman,Kirkemand
sonora,Sonora
oman,Oman
washout,udvaskning
banerjee,banerjee
pythons,pytoner
prosecutions,retsforfølgelser
argon,argon
nutrient,næringsstof
faro,faro
panache,stil
butterworth,Butterworth
amicably,mindeligt
milliseconds,millisekunder
hammersley,Hammersley
kanazawa,kanazawa
perjured,mened
pent,indestængt
boson,boson
molars,kindtænder
tunisian,tunesisk
swenson,swenson
escapees,undslupne
furlong,furlong
run-through,gennemløb
nomi,nomi
balsamic,balsamico
obsessively,obsessivt
elizabethan,Elizabethan
eatery,spisested
coexistence,sameksistens
odors,lugte
consultations,konsultationer
grindstone,slibesten
extorting,afpresning
blanked,blankeret
kahuna,kahuna
lapland,Lapland
evi,evi
joyner,glædens
shish,shish
pigalle,Pigalle
komal,komal
jacqui,Jacqui
hippocratic,hippokratisk
repentant,angrende
overtaking,overhaling
ministries,ministerier
bruner,bruner
blunders,fejltagelser
staffs,stabe
villanueva,Villanueva
reinforcing,forstærkning
weinberg,Weinberg
ellington,Ellington
bloomers,bloomers
coped,klarede sig
deadbeats,dødslag
tierra,terræn
affiliate,affiliate
segal,Segal
olfactory,olfaktorisk
baubles,kugler
clunking,klonkende
troth,tro
victorians,victorianere
rethinking,gentænkning
awa,væk
ane,ane
everyman,allemand
evokes,fremkalder
pert,kyndig
chacha,chacha
legless,benløse
denomination,pålydende betegnelse
dishing,opvask
katsu,katsu
guerra,krig
xenon,xenon
kamakura,kamakura
fireproof,brandsikker
hypotheses,hypoteser
goy,goy
decimate,decimere
uzbekistan,Usbekistan
virg,jomfru
persson,person
narrated,fortalt
albion,Albion
roos,roos
trumbo,trumbo
nazca,Nazca
macadamia,macadamia
inder,inder
broner,broner
gisela,Gisela
heloise,Heloise
valli,Valli
rosette,roset
haggerty,haggerty
swirls,hvirvler
abaddon,abaddon
northeastern,nordøstlige
rutland,Rutland
chock,klods
allegory,allegori
khe,khe
miscarried,aborterede
boxcar,godsvogn
qiang,qiang
subversion,undergravende kraft
moderates,moderate
backfiring,bagslag
coiled,oprullet
hibernate,dvale
wilful,forsætlig
pimped,alfons
wincing,krympe sig
frilly,frillede
vagabonds,vagabonder
bonham,Bonham
flossing,tandtråd
duk,hertug
wou,wou
climates,klimaer
rewire,omledning
staph,stafylokokker
twats,idioter
squirrelly,egernagtigt
mods,mods
straying,forvildet
neve,neve
okubo,okubo
reactivated,genaktiveret
mercier,mercier
soul-searching,sjælesøgning
beget,avle
pillock,pude
blowback,tilbageslag
tatsumi,tatsumi
pitbull,pitbull
boi,boj
rahman,Rahman
crazily,vanvittigt
corroborating,bekræftende
escalante,escalante
chrysanthemums,krysantemum
birgitta,Birgitta
aardvark,jordvark
livy,Livy
conspirator,konspirator
putney,Putney
duplex,duplex
dinar,dinar
cock-a-doodle-doo,haneknude-doodle-doo
donates,donerer
nygma,nygma
domineering,dominerende
grated,revet
nessie,Nessie
cameroon,Cameroun
galoshes,galocher
salesperson,sælger
clamour,larm
lansky,Lansky
hoo-ha,hoo-ha
toe-to-toe,tå til tå
claro,klar
demure,beskeden
hic,hik
complacency,selvtilfredshed
serafina,serafina
discharges,udledninger
foundling,hittebarn
kinsmen,slægtninge
torre,tårn
pounced,angreb
sidearm,våben
nickers,nickers
jangles,klirre
chirac,Chirac
numbskull,følelsesskalle
upstage,op ad scenen
boorish,bondsk
mcavoy,McAvoy
operetta,operette
hannigan,hannigan
piti,piti
extrapolate,ekstrapolere
pollyanna,Pollyanna
smarty-pants,smarty-bukser
recollections,erindringer
skillfully,dygtigt
iad,iad
stimulants,stimulanter
hot-blooded,varmblodig
blonds,blondiner
chon,chon
spacesuit,rumdragt
evangeline,evangeline
plumage,fjerdragt
karloff,Karloff
coombs,coombs
torpedoed,torpederet
classifieds,annoncer
tm,tm
battlements,fæstningsmure
zambia,Zambia
loeb,løb
coconspirator,medsammensvoren
uncomfortably,ubehageligt
porpoise,marsvin
akers,agers
bookmark,bogmærke
rajah,raja
democratically,demokratisk
berto,Berto
ramming,stampning
romanov,Romanov
vamoose,vamoose
tint,farvetone
lateness,forsinkelse
expedited,fremskyndet
avian,fugle
esa,esa
hindering,hindrende
obstetrics,obstetrik
nationalities,nationaliteter
ruslan,Ruslan
athelstan,athelstan
scopes,omfang
thinly,tyndt
kon,kon
unstuck,løsnet
obstinacy,stædighed
pardner,partner
balaji,balaji
tmi,tmi
karzai,Karzai
vero,Vero
intercontinental,interkontinentale
cashews,cashewnødder
magee,magee
sniggering,fnisende
pjs,pyjamas
gwendolen,Gwendolen
incharge,ansvarlig
weariness,træthed
importer,importør
dispensed,udleveret
wholesaler,grossist
crumpets,crumpets
dislodged,forstuvet
pontoon,ponton
stubbornly,stædigt
tiffin,tiffin
curlers,krøllejern
rawr,rå
palatable,velsmagende
crackerjack,knækjack
diction,diktion
pessimism,pessimisme
nonsmoking,ikke-ryger
coastguard,kystvagt
stockholder,aktionær
ikari,ikari
superbly,fremragende
whet,hvæsse
ravages,hærgen
amritsar,Amritsar
benning,Benning
coimbatore,Coimbatore
belfry,klokketårn
aiken,Aiken
vala,vala
compounded,sammensat
cait,Cait
burnham,Burnham
demolishing,nedrivning
pixies,alfer
baldness,skaldethed
keister,kejser
gallipoli,Gallipoli
worcester,Worcester
jano,Jano
carrera,karrera
stamper,stempler
glassy,glasagtig
wiretaps,aflytninger
saraswati,Saraswati
myrrh,myrra
kr,kr.
interpersonal,interpersonel
pitts,gruber
alder,el
fast-track,hurtigspor
carted,indkørt
widened,udvidet
shushes,tys
nosh,godbid
slashes,skråstreger
favorably,positivt
advancements,fremskridt
ree,tre
codfish,torsk
vaclav,václav
impressionists,impressionister
fournier,Fournier
artistes,kunstnere
humdrum,hverdagskost
dyeing,farvning
come-on,kom nu
telenovela,telenovela
trill,trille
topography,topografi
dolph,delfin
logistic,logistisk
nob,nob
eugenie,Eugenie
dunked,dyppet
lamest,den lameste
overcomes,overvinder
fornicate,utugt
self-indulgent,selvforkælende
retracted,tilbagetrukket
bacardi,Bacardi
rubicon,rubicon
dishonoured,vanæret
leukaemia,leukæmi
headboard,hovedgærde
leotard,trikot
off-guard,uforvarende
lady-in-waiting,hofdame
nonfat,fedtfri
uniqueness,unikhed
gaseous,gasformig
lexicon,leksikon
zippo,Zippo
stilton,Stilton
chika,chika
genteel,fornem
chatterjee,chatterjee
pringles,Pringles
franklyn,ærligt talt
juve,juve
liners,foringer
kagawa,Kagawa
seuss,Seuss
chub,chub
alda,alda
finns,finner
covertly,i hemmelighed
earthworm,regnorm
remit,eftergive
ill-advised,uovervejet
storeys,etager
transpose,transponere
coriander,koriander
morrigan,morrigan
migratory,migrerende
allocation,tildeling
alternator,generator
cessna,Cessna
barbers,barberer
ivs,IV'er
buda,Buda
teeny-weeny,teenage-big-bitte
icicles,istapper
ornate,udsmykkede
navin,navin
flippant,useriøs
conley,Conley
paramour,elsker
ferrante,ferrante
fracturing,frakturering
blacking,sortning
bootlegger,smugler
ys,ys
ichigo,ichigo
wwe,wwe
transcendental,transcendental
out-of-control,ude af kontrol
consumerism,forbrugerisme
monorail,monorail
mochizuki,mochizuki
rants,tirader
humerus,overarmsben
saeed,saeed
hotchkiss,hotkys
sundaes,isdesserter
conquistadors,conquistadorerne
geographically,geografisk
meagre,mager
taxidermy,udstoppet dyr
fishbowl,fiskeskål
cannery,konservesfabrik
nel,nel
detonating,detonerende
sura,sura
aspired,aspirerede
objectionable,anstødelig
commendations,ros
mentalist,mentalist
ice-skating,skøjteløb
rejuvenation,foryngelse
gassing,gasning
bic,bic
sunroof,soltag
simian,simian
liszt,Liszt
millard,møller
confrontations,konfrontationer
grandstand,tribune
mongrels,blandingsdyr
paupers,fattigfolk
charters,charterbilletter
replaceable,udskiftelig
hotheaded,hidsig
cherbourg,Cherbourg
styled,stylet
parkes,parker
boggle,forbløffe
waterway,vandvej
courtside,banen
kiko,kiko
sweetwater,sødt vand
dunston,Dunston
videotaping,videooptagelse
rankings,ranglister
defame,bagvaske
introductory,indledende
sourdough,surdej
injector,injektor
midfield,midtbanen
scabby,skorpet
mifune,mifune
boobie,bryst
witt,vid
pylon,pylon
tidbit,godbid
propellant,drivmiddel
ayumi,ayumi
advocacy,fortalervirksomhed
robie,robie
baloo,baloo
unearthly,ujordisk
tiber,Tiberen
zuckerberg,Zuckerberg
gratis,gratis
madi,madi
adachi,adachi
oberon,Oberon
rel,rel
on-air,i luften
hairdryer,hårtørrer
sledding,slædekørsel
long-awaited,længe ventede
name-calling,skældsord
eras,epoker
chuffed,begejstret
exterminating,udryddelse
oma,oma
bunga,bunga
lundgren,Lundgren
strongman,stærkmand
extinguishers,brandslukkere
uch,åh
detestable,afskyelig
ambo,ambo
durban,Durban
rosamund,Rosamund
splintered,splintret
telemachus,Telemachos
miffed,irriteret
flatfoot,platfod
ripen,modne
modicum,minimal
askew,skævt
crouched,krøb sammen
ascertained,fastslået
ooty,ooty
snowboard,snowboard
hindered,hindret
kkk,kk
damsels,jomfruer
dongs,donger
skimp,spare
hoh,høh
reva,reva
materialism,materialisme
rivas,rivas
chapped,sprukken
adulterous,utroskabsfuld
conferred,tildelt
unsigned,usigneret
itsy-bitsy,det er lidt pinligt
judgements,domme
bebo,bebo
someones,nogen
convoluted,indviklet
interject,indskyde
carbohydrates,kulhydrater
catchers,fangere
grimace,grimasse
josefina,Josefina
tetsuya,tetsuya
awakes,vågner
workouts,træning
defection,afhopp
wenches,piger
whisker,bakkenbart
bihar,Bihar
phalanx,falanks
upholding,opretholdelse
nori,nori
artisans,håndværkere
awning,markise
strobe,strobe
fifty-two,tooghalvtreds
consecrate,indvie
assimilation,assimilation
godliness,gudsfrygt
roughest,den råeste
chaperoning,ledsagelse
stillwell,stadig godt
brr,brrr
malleable,formbar
apropos,passende
syl,syl
feeders,foderautomater
projectiles,projektiler
soybeans,sojabønner
off-putting,frastødende
immobilized,immobiliseret
arias,arier
avignon,Avignon
cuddled,krammet
arkwright,arkwright
corrosion,korrosion
sulky,mut
immigrated,immigrerede
basel,Basel
genus,slægten
cuttings,stiklinger
godown,goddown
koda,Koda
whitlock,hvidt lokk
birdhouse,fuglehus
blitzkrieg,blitzkrig
harish,harish
autobiographical,selvbiografisk
screenings,visninger
laughlin,latter
erna,erna
ferries,færger
login,login
bulkheads,skotter
highball,highball
lightyear,lysår
philippa,Philippa
essen,essen
valery,Valery
durian,durian
substituting,substituere
urologist,urolog
animate,animere
half-cocked,halvt spændt
vue,udsigt
lele,lele
appellate,appelinstans
monastic,kloster
parthenon,parthenon
kidman,kidman
misjudge,fejlbedømme
sadiq,sadiq
samosas,samosaer
slowpoke,langsomme
silica,silica
shaina,Shaina
tableau,tableau
politic,politisk
rodrigues,Rodrigues
islamabad,Islamabad
oxytocin,oxytocin
full-size,fuld størrelse
suckle,die
eurovision,Eurovision-udgaven
slobber,savle
duchy,hertugdømmet
overcrowding,overbelægning
borgias,borgiaer
haram,haram
orchestrate,orkestrere
marrakech,marrakech
kitto,Kitto
tucks,indlæg
facet,facet
tans,solbrunhed
adder,hugorm
sind,sind
biographer,biograf
yoni,yoni
streetlight,gadelygte
fermin,fermin
hardcastle,hårdt slot
hijacker,flykaprer
chinchilla,chinchilla
shadowed,skygget
equatorial,ækvatorial
scullery,bryggers
valerian,baldrian
borman,borman
vermillion,vermilion
ler,ler
navidad,navidad
baggie,pose
estela,Estela
umi,umi
sayers,sigere
unequivocally,utvetydigt
flinging,kaster
dramatics,dramatik
lacerated,flænget
sainsbury,sainsbury
loudon,loudon
flowered,blomstret
mercies,barmhjertighed
seeded,sået
doorknobs,dørhåndtag
import-export,import-eksport
pizzazz,pizzazz
black-eyed,sortøjet
pincers,knibtang
screw-ups,fejl
bendy,bøjelig
spenser,Spenser
jelena,Jelena
mastercard,Mastercard
claremont,Claremont
shell-shocked,chokeret
patronise,nedladende
naylor,naylor
altitudes,højder
hijab,hijab
narita,Narita
jura,Jura
barium,barium
daffodil,påskelilje
illuminates,lyser op
rebeca,Rebecca
copa,copa
gol,gol
reinstatement,genindsættelse
rafiq,rafiq
passerby,forbipasserende
scarsdale,Scarsdale
bordello,bordel
nevers,aldrig
grower,avler
catalogues,kataloger
recesses,fordybninger
metronome,metronom
dram,dram
tangy,syrlig
drench,gennembløde
multimillionaire,multimillionær
obscenities,obskøniteter
withstood,modstod
scavenge,opsøge
tes,tester
emiliano,Emiliano
concluding,konkluderende
munchkins,munchkins
millar,møller
epidemics,epidemier
drummed,trommede
atms,hæveautomater
hobbits,hobbitter
defamed,bagvasket
twink,twink
faze,faze
airbase,luftbase
kaj,kaj
wolverines,jerv
cleanser,rensemiddel
crux,kernen
concussions,hjernerystelser
yorktown,Yorktown
luiz,Luiz
chablis,Chablis
mayberry,majbær
underpass,fodgængertunnel
squabbles,skænderier
goetz,Gøtz
dabbling,dabbling
teak,teaktræ
darfur,Darfur
vanna,vanna
warthog,vortesvin
stabilise,stabilisere
falsifying,forfalskning
numbing,bedøvende
dozer,bulldozer
rajput,Rajput
niobe,niobe
declines,afviser
latches,låse
ast,ast
goody-goody,lækkert-lækkert
snogging,kys
capcom,Capcom
tuner,tuner
blazed,flammede
guvnor,guvernør
saluted,hilste
detriment,skade
pali,pali
decatur,decatur
busby,busby
linux,Linux
morland,morland
incorruptible,uforgængelig
darien,Darien
necrosis,nekrose
flutters,flagrer
erasers,viskelæder
sorrel,syre
hubbell,hubbell
kerb,kantsten
finicky,kræsen
horacio,horacio
wheeze,hive efter vejret
fun-loving,sjovelskende
paganini,paganini
gowan,Gowan
quenched,slukket
monahan,Monahan
modernity,modernitet
niccolo,Niccolo
mcquaid,McQuaid
transvestites,transvestitter
freund,ven
olli,olli
poofter,poofter
edmunds,Edmunds
granddaughters,børnebørn
radiologist,radiolog
chiefly,hovedsagelig
fortunetelling,spådomskunst
contreras,contreras
nader,nader
scuttlebutt,skæl
southerner,sydstatsborger
ramrod,ramrod
sti,sti
marinade,marinade
borealis,borealis
zia,Zia
nerve-wracking,nervepirrende
motocross,motocross
peeped,kiggede
chicory,cikorie
mancha,mancha
atmospheres,atmosfærer
graphs,grafer
torino,Torino
darjeeling,Darjeeling
observes,observerer
rotter,rådne
downers,nedture
baste,baste
landfall,landgang
sitrep,sitrep
croutons,krutoner
maturing,modning
nympho,nymfoman
loy,loy
iglesias,Iglesias
grassed,græsset
laci,laci
diced,tern
lamenting,klagende
rainmaker,regnmager
pathogens,patogener
abattoir,slagteri
csis,csis
bamboos,bambus
correctness,korrekthed
advil,advil
utensil,redskab
legos,legoklodser
nuri,nuri
kimonos,kimonoer
slavs,slaver
possums,opossumer
porous,porøs
cern,kern
jiff,jiff
habitation,beboelse
auckland,Auckland
ire,vrede
triangulation,triangulering
burlington,Burlington
masterminded,udtænkt
showgirls,showpiger
clothesline,tørresnor
overshadowed,overskygget
approximation,tilnærmelse
beefing,forstærkning
ornamental,ornamental
savanna,savannen
pb,pb
annoyingly,irriterende
induces,inducerer
cappuccinos,cappuccinoer
esparza,esparza
mech,mekanik
samoa,Samoa
rinaldo,rinaldo
carbine,karabin
stil,stil
salih,salih
perri,perri
median,medianen
tonia,Tonia
erases,sletter
squealer,hvinende
airfields,flyvepladser
suppertime,aftensmad
penalized,straffet
quizzes,quizzer
tugs,slæbebåde
condiments,krydderier
palisades,palisader
ipswich,Ipswich
geddes,geddes
equitable,retfærdig
wavered,vaklede
recharged,genopladet
pillaging,plyndring
fado,fado
willingham,Willingham
blithering,vrøvl
agitators,omrørere
unabomber,unabomber
favoritism,favorisering
monogram,monogram
accords,aftaler
studious,flittig
gilman,Gilman
inference,slutning
ellery,eller
sisyphus,Sisyfos
allenby,Allenby
hebrews,hebræerne
trine,trine
all-knowing,alvidende
pretenders,prætendenterne
jamieson,Jamieson
bauble,kugle
reciprocal,gensidig
flapjacks,flapjacks
demean,nedgøre
mung,mung
discretionary,skønsmæssig
offscreen,uden for skærmen
caroling,julesange
douglass,Douglass
legionnaires,legionærer
self-proclaimed,selvudråbt
showstopper,showstopper
bradfield,Bradfield
dampen,dæmpe
detested,hadede
kalahari,kalahari
grier,grier
ovulation,ægløsning
rockstar,rockstjerne
miramar,miramar
letterbox,postkasse
genres,genrer
craddock,craddock
unsympathetic,usympatisk
ill-gotten,uretmæssigt erhvervet
bevy,flok
receptions,receptioner
bardo,bardo
unusable,ubrugelig
iverson,Iverson
nokia,nokia
padres,forældre
imre,imre
sonnets,sonetter
grouped,grupperet
drury,Drury
phuket,Phuket
stapled,hæftet
circulatory,kredsløbssygdomme
coldplay,coldplay
cochin,Kochin
sweepstakes,konkurrencer
beals,bjælker
astride,overskrævs
undercarriage,undervogn
kirkwood,Kirkwood
observational,observationsbaseret
resnick,resnick
gisele,Giselle
stowe,Stowe
shikoku,shikoku
eclipses,formørkelser
secretions,sekreter
hockney,Hockney
berle,berle
jaye,Jaye
visualization,visualisering
hawthorn,hagtorn
ferraris,Ferrarier
spitzer,spitzer
medford,Medford
backboard,bagplade
mild-mannered,mildmodig
grappa,grappa
wringer,vridemaskine
rock-solid,klippefast
misplace,forlægge
dismemberment,lemlæstelse
favoring,favorisering
valois,Valois
badmouth,ondt mund
decathlon,decathlon
mangrove,mangrove
encyclopedias,encyklopædier
probationary,prøvetid
do-it-yourself,gør-det-selv
stell,stjerne
hotbed,arnested
akiba,Akiba
overstepping,overskridelse
ioan,Ioan
wooley,uld
sbk,sbk
boudreau,boudreau
heavy-handed,hårdhændet
snubbed,afvist
rubbery,gummiagtig
introverted,introvert
gutenberg,Gutenberg
linguistics,lingvistik
mordor,Mordor
jaguars,jaguarer
geraniums,pelargonier
inwards,indad
bagman,posemand
leggy,langbenet
wantonly,hensynsløst
slung,slynget
disher,opvasker
spectrometer,spektrometer
calibrate,kalibrere
ahi,ahi
ubu,ubu
faucets,vandhaner
reenter,genindtræde
untouchables,urørlige
enclose,vedlægge
bongos,bongoer
self-involved,selvoptaget
lodz,Łódź
abate,aftage
kirill,Kirill
tadeusz,Tadeusz
noda,noda
gossamer,spindelvæv
lifesaving,livreddende
morose,dyster
fouquet,fouquet
salford,Salford
connector,stik
stances,holdninger
oldman,gammel mand
poi,seværdighed
ostensibly,tilsyneladende
neuroscience,neurovidenskab
colonialism,kolonialisme
uso,brug
bisque,bisque
slimeball,slimbold
voy,voy
cohesion,samhørighed
hocus,hokus
spoilers,spoilere
clemence,nåde
beneficiaries,modtagere
toady,tudse
posner,posner
marred,skæmmet
pathetically,patetisk
alternatively,alternativt
hyundai,Hyundai
ple,vær sød
posses,besidder
self-employed,selvstændig
tsao,tsao
dusky,tusmørket
behavioural,adfærdsmæssig
newell,Newell
constituent,bestanddel
skidding,udskridning
nub,knude
watershed,vandskel
marja,Marja
canines,hjørnetænder
peruse,gennemgå
emissaries,udsendinge
roadster,roadster
subvert,undergrave
swamy,svømmende
houghton,Houghton
loiter,dvæle
grimoire,grimoire
revolvers,revolvere
pashto,pashto
captor,fangevogteren
delegated,delegeret
disputing,bestrider
demetri,Demetri
bossa,bossa
extracts,ekstrakter
subservient,underdanig
bellybutton,navle
kora,kora
classically,klassisk
sought-after,eftertragtede
interchangeable,udskiftelig
mustapha,Mustapha
zoot,zoot
formica,formica
expenditures,udgifter
slithering,krybende
yost,yost
bf,kæreste
hardness,hårdhed
sunbeam,solstråle
greenspan,grønspan
vanquishing,besejrende
debonair,elegant
margate,Margate
dereliction,forsømmelse
anuj,anuj
cooney,Cooney
gnawed,gnavede
manami,manami
croquettes,kroketter
glowed,glødede
edelweiss,edelweiss
kingship,kongedømme
legible,læselig
farnese,farnesisk
papacy,pavedømmet
flatterer,smigrer
yvan,Yvan
relaunch,genlancering
lune,lune
legrand,legrand
demotion,degradering
sizing,størrelsesvalg
antigone,Antigone
rawhide,råhud
neutralise,neutralisere
beverley,Beverley
semifinal,semifinale
reviewer,anmelder
shyster,genert
stockroom,lager
str,str
fragility,skrøbelighed
vagrants,vagabonder
kippers,kippers
grafton,grafton
urinals,urinaler
astound,forbavse
mystified,mystificeret
born-again,genfødt
subscriptions,abonnementer
leer,stirre
betters,bedre
absurdly,absurd
tallinn,Tallinn
kroger,kroger
breads,brød
fabricating,fremstilling
estoy,estoy
sewell,Sewell
bad-looking,dårligt udseende
briny,saltvand
mancuso,mancuso
chi-chi,chi-chi
vogler,vogler
castaways,skipbrudne
cockamamie,cockamamie
pandu,pandu
cellblock,celleblok
transceiver,sender/modtager
mulan,Mulan
laryngitis,laryngitis
expelling,udstødning
brockman,Brockman
oran,orange
stillwater,stille vand
mailboxes,postkasser
clarifying,afklaring
ers,ere
lauri,Lauri
haverford,Haverford
braga,braga
two-dimensional,todimensionel
free-range,fritgående
involuntarily,ufrivilligt
gerd,gerd
photocopier,fotokopimaskine
janina,Janina
shrugged,trak på skuldrene
cic,cic
flannigan,flannigan
magnusson,magnusson
gracia,Gracia
mandated,mandat
levitation,levitation
cielo,cielo
bunkhouse,køjesenge
mamo,mamo
extorted,afpresset
ciudad,byen
flip-flop,flip-flop
mutating,muterende
nagata,nagata
bosley,bosley
bonfires,bål
microchips,mikrochips
camry,Camry
lakota,Lakota
hori,hori
glitters,glimmer
sus,sus
vigo,Vigo
regatta,kapsejlads
paraplegic,paraplegisk
jabbing,stikke
nakano,nakano
jockstrap,jockstrap
ney,ney
banded,båndet
cornet,kornet
yokels,åg
arugula,rucola
meine,min
electrode,elektrode
drusilla,drusilla
beatdown,nedkæmpelse
ostriches,strudse
ula,ula
skyrocket,stige i vejret
pipelines,rørledninger
econ,økonomi
aileen,Aileen
bratwurst,bratwurst
dimmer,lysdæmper
keeley,Keeley
satirical,satirisk
receptacle,beholder
sows,søer
beckoning,vinkende
helipad,helikopterlandingsplads
rove,rove
castaway,skibbrud
dragonflies,guldsmede
smoothed,udglattet
lovecraft,Lovecraft
mitsubishi,Mitsubishi
hot-water,varmt vand
mensch,menneske
veracruz,Veracruz
coley,Coley
alamos,Alamos
extremism,ekstremisme
solider,soldat
sed,sed
poli,poli
curable,helbredelig
saku,saku
dislodge,fortrænge
urination,vandladning
pornos,pornofilm
huntsville,Huntsville
doodling,kruseduller
publicize,offentliggøre
aight,ight
kibble,tørfoder
smears,udtværinger
unbearably,uudholdeligt
shreveport,Shreveport
macro,makro
reconsidering,genovervejelse
relegated,nedrykning
nary,nør
talkie,talkie
ricks,ricks
propagate,udbrede
vulnerabilities,sårbarheder
bayside,bugten
ludmila,Ludmila
malachy,malachy
joiner,snedker
karnataka,Karnataka
instalment,afdrag
sune,sole
endorsing,godkendelse
affiliations,tilhørsforhold
midwives,jordemødre
trick-or-treat,slik eller slik
teleprompter,teleprompter
withal,inklusive
branca,hvid
mons,mons
sounder,ekkolod
mordechai,Mordechai
mutilations,lemlæstelser
puckett,puckett
reincarnate,reinkarnere
rioters,oprørere
giro,giro
kasi,kasi
macedonian,makedonsk
echidna,myrepindsvin
zhukov,Zhukov
lengthen,forlænge
mange,skab
awarding,tildeling
modifying,modificerer
posey,posey
aleppo,Aleppo
limehouse,kalkhus
previews,forhåndsvisninger
combatant,kombattant
corroborated,bekræftet
antibody,antistof
bastien,Bastien
doctoral,doktorgrad
jago,jago
spindle,spindel
hellcats,helvedeskatte
requisite,nødvendige
basilio,basilio
pitiless,nådesløs
nineteenth,nittende
prerequisite,forudsætning
dufresne,dufresne
spake,talte
bulimia,bulimi
foregone,forudgående
dir,dir
glo,glo
godwin,Gudvind
humanoids,humanoider
chives,purløg
adriatic,Adriaterhavet
campion,campion
amc,amc
thar,der
prairies,prærier
tangent,tangent
respectively,henholdsvis
timur,Timur
nini,nini
keyword,søgeord
iam,jeg er
helpin,hjælpende
moser,Moser
indeedy,ja， ja
preventive,forebyggende
off-world,udenfor verden
hiker,vandrer
quintana,Quintana
carb,kulhydrat
yggdrasil,Yggdrasil
commuted,pendlet
approachable,tilgængelig
recalibrate,omkalibrere
rst,først
waa,waa
pestered,plagede
azuma,Azuma
durrell,Durrell
zaheer,Zaheer
catalonia,Catalonien
flawlessly,fejlfrit
cluttered,rodet
harpo,harpo
procuring,anskaffelse
dachshund,gravhund
iso,iso
krug,krug
brutish,brutal
burned-out,udbrændt
milieu,miljø
alfonse,Alfons
nonviolence,ikkevold
sexless,kønsløs
gascoigne,Gascoigne
feigned,foregivet
canny,snedig
mercantile,handelsmand
overlooks,overser
locos,lokomotiver
bathes,bader
cocteau,cocteau
driest,tørreste
dollies,dukker
pervasive,gennemgribende
dien,dag
pirelli,Pirelli
ferdinando,ferdinando
tushy,buttet
botticelli,Botticelli
zidane,Zidane
numerals,tal
pantsuit,buksedragt
bloodsuckers,blodsugere
rambler,vandrer
tita,tita
minnow,elritse
pineda,pineda
marginally,marginalt
premed,præmedicineret
falstaff,falstaff
infirm,svagelig
bulletins,nyhedsbreve
peerless,uovertruffen
hues,nuancer
couplet,kuplet
skylark,sanglære
linguini,linguini
councillors,byrådsmedlemmer
widest,bredeste
salander,salander
inflame,opildne
honing,honing
sterilization,sterilisering
comic-book,tegneserie
engels,engelsk
ex-lover,ekskæreste
lajos,lajos
alcide,alcide
preoccupation,optagethed
centaurs,kentaurer
oversaw,overvågede
teja,teja
freakishly,uhyggeligt
high-frequency,højfrekvent
uninhibited,uhæmmet
stowaways,blinde passagerer
kurdistan,Kurdistan
lah,lah
elke,elke
